sim,start,team,opp,player,role,pass_att,pass_comp,pass_yds,pass_td,INT,sacks,rush_att,rush_yds,rush_td,rec,tgt,rec_yds,rec_td
16,A,Washington State,Washington,Jaxon Potter,QB,34,21,208.1,2,0,10,0,0.0,0,0,0,0.0,0
16,A,Washington State,Washington,Kirby Vorhees,Rusher,0,0,0.0,0,0,0,8,56.0,0,0,0,0.0,0
16,A,Washington State,Washington,Other RB,Rusher,0,0,0.0,0,0,0,3,4.3,0,0,0,0.0,0
16,A,Washington State,Washington,Angel Johnson,Rusher,0,0,0.0,0,0,0,4,11.5,0,0,0,0.0,0
16,A,Washington State,Washington,Jaxon Potter,Rusher,0,0,0.0,0,0,0,3,15.9,0,0,0,0.0,0
16,A,Washington State,Washington,Leo Pulalasi,Rusher,0,0,0.0,0,0,0,2,9.1,0,0,0,0.0,0
16,A,Washington State,Washington,Maxwell Woods,Rusher,0,0,0.0,0,0,0,2,-0.1,0,0,0,0.0,0
16,A,Washington State,Washington,Josh Meredith,Receiver,0,0,0.0,0,0,0,0,0.0,0,3,5,39.0,1
16,A,Washington State,Washington,Tony Freeman,Receiver,0,0,0.0,0,0,0,0,0.0,0,1,3,18.7,0
16,A,Washington State,Washington,Leyton Smithson,Receiver,0,0,0.0,0,0,0,0,0.0,0,1,1,18.0,0
16,A,Washington State,Washington,Other WR,Receiver,0,0,0.0,0,0,0,0,0.0,0,3,4,14.1,0
16,A,Washington State,Washington,Trey Leckner,Receiver,0,0,0.0,0,0,0,0,0.0,0,3,3,51.3,1
16,A,Washington State,Washington,Landon Wright,Receiver,0,0,0.0,0,0,0,0,0.0,0,0,1,0.0,0
16,A,Washington State,Washington,Leon Neal Jr.,Receiver,0,0,0.0,0,0,0,0,0.0,0,1,3,10.4,0
16,A,Washington State,Washington,Jeremiah Noga,Receiver,0,0,0.0,0,0,0,0,0.0,0,3,5,27.7,0
16,A,Washington State,Washington,Carter Pabst,Receiver,0,0,0.0,0,0,0,0,0.0,0,4,6,12.8,0
16,A,Washington State,Washington,Branden Ganashamoorthy,Receiver,0,0,0.0,0,0,0,0,0.0,0,2,3,16.2,0
16,A,Washington,Washington State,Demond Williams Jr.,QB,25,19,169.9,0,0,7,0,0.0,0,0,0,0.0,0
